ReferenceNumber,WatchName,Gender,Location,Price,Currency,BrandName,Condition,ScopeOfDelivery,WatchLink,WatchImage,WebsiteName,WatchModel,Year,Movement,PowerReserve,NumberOfJewels,CaseDiameter,CaseMaterial,WaterResistanceAtm,BezelMaterial,Glass,DialColor,BraceletMaterial,BraceletColor,Buckle,BuckleMaterial,Functions,Description,Other
HB611251ABR,Mathey-Tissot City Hb611251abr,M,world,74.99,USD,Mathey-Tissot,New,,https://www.jomashop.com/mathey-tissot-watch-hb611251abr.html,https://cdn2.jomashop.com/media/catalog/product/m/a/mathey-tissot-city-white-dial-men_s-watch-hb611251abr.jpg,Jomashop,city,,Quartz,,,42,Stainless Steel,3,Stainless Steel,Scratch Resistant Mineral,White,Leather,Brown,,,"Date, Hour, Minute, Second","Silver-tone stainless steel case with a brown leather strap. Fixed silver-tone stainless steel bezel. White dial with black hands and Roman numeral hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 3 o'clock position. Ronda Caliber 505 quartz movement. Scratch resistant mineral crystal. Pull / push crown. Solid case back. Round case shape. Case size: 42 mm. Buckle clasp. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Casual watch style. Watch label: Swiss Made. Mathey-Tissot City White Dial Mens Watch HB611251ABR.","Calendar, Leather, Stainless Steel"
3600411,Movado  Bold 3600411,M,world,149.99,USD,Movado ,New,,https://www.jomashop.com/movado-watch-3600411.html,https://cdn2.jomashop.com/media/catalog/product/m/o/movado-bold-rose-gold-tone-dial-ladies-watch-3600411.jpg,Jomashop,bold,,Quartz,,,38,Stainless Steel,3,Stainless Steel,Scratch Resistant K1 Mineral,Rose,Silicone,White,,,"Hour, Minute, Second","Rose gold ion-plated stainless steel case with a white silicone strap. Fixed rose gold ion-plated bezel. Rose dial with luminous rose gold-tone hands and index hour markers. Minute markers around the outer rim. The Movado dot marks the 12 o'clock position. Dial Type: Analog. Swiss quartz movement. Scratch resistant K1 mineral crystal. Solid case back. Case size: 38 mm. Round case shape. Tang clasp. Water resistant at 30 meters / 100 feet. Functions: hour, minute, second. Casual watch style. Movado Bold Rose Dial Ladies Watch 3600411.","Gold, Stainless Steel"
SNKE49,Seiko Seiko 5 Snke49,M,world,66.49,USD,Seiko,New,,https://www.jomashop.com/seiko-5-watch-snke49.html,https://cdn2.jomashop.com/media/catalog/product/s/e/seiko-5-mens-automatic-watch-snke49.jpg,Jomashop,seiko.5,,Automatic,,,39,Stainless Steel,3,Stainless Steel,Scratch Resistant Hardlex,Off White,Stainless Steel,Silver-tone,,,"Date, Day, Hour, Minute, Second","Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel. Off white dial with luminous silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Day of the week and date display at the 3 o'clock position. Automatic movement. Scratch resistant Hardlex crystal. Skeleton case back. Case diameter: 39 mm. Case thickness: 11 mm. Round case shape. Band width: 18 mm. Band length: 9 inches. Push button deployment clasp. Water resistant at 30 meters / 100 feet. Functions: date, day, hour, minute, second. Casual watch style. Seiko 5 Men's Automatic Watch SNKE49.",Stainless Steel
3600482,Movado   bold 3600482,M,world,151.05,USD,Movado,New,,https://www.jomashop.com/movado-bold-watch-3600482.html,https://cdn2.jomashop.com/media/catalog/product/m/o/movado-bold-black-dial-men_s-watch-3600482.jpg,Jomashop,..bold,,Quartz,,,36,TR90 Composite,3,TR90 Composite,Scratch Resistant K1 Mineral,Black and Pink Accents,Leather,Black,,,"Hour, Minute","Black TR90 composite case with a black leather strap. Fixed black TR90 composite bezel. Black and pink accents dial with pink hands. No markers. The Movado dot appears at the 12 o'clock position. Dial Type: Analog. Quartz movement. Scratch resistant mineral K1 crystal. Pull / push crown. Solid case back. Round case shape. Case size: 36 mm. Case thickness: 11 mm. Band width: 21 mm. Tang clasp. Water resistant at 30 meters / 100 feet. Functions: hour, minute. Casual watch style. Movado Bold Black Dial Pink Accents Ladies Watch 3600482.",Leather
241507,Victorinox Airboss 241507,M,world,456,USD,Victorinox,New,,https://www.jomashop.com/victorinox-mens-watch-241507.html,https://cdn2.jomashop.com/media/catalog/product/v/i/victorinox-swiss-army-airboss-automatic-black-dial-men_s-watch-241507.jpg,Jomashop,airboss,,Automatic,38,,42,Stainless Steel,10,Stainless Steel,Scratch Resistant Sapphire,,Leather,Brown,,,"Date, Hour, Minute, Second","Stainless steel case with a brown leather strap. Fixed stainless steel bezel. Black dial with luminous hands and Arabic numeral hour markers. 24 hour markings. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 6 o'clock position. Automatic movement with a 38-hour power reserve. Scratch resistant sapphire crystal. Fluted crown. Skeleton case back. Case diameter: 42 mm. Case thickness: 12 mm. Round case shape. Band width: 22 mm. Band length: 8 inches. Tang clasp. Water resistant at 100 meters / 330 feet. Functions: date, hour, minute, second. Casual watch style. Victorinox Swiss Army AirBoss Automatic Black Dial Mens Watch 241507.","Calendar, Leather, Stainless Steel"
H68551733,Hamilton Khaki field H68551733,M,world,261.25,USD,Hamilton,New,,https://www.jomashop.com/hamilton-watch-h68551733.html,https://cdn2.jomashop.com/media/catalog/product/h/a/hamilton-khaki-field-black-dial-black-leather-watch-h68551733_4.jpg,Jomashop,khaki.field,,Quartz,,,40,Stainless Steel,5,Stainless Steel,Scratch Resistant Sapphire,Black,Leather,Black,,,"Date, Hour, Minute, Second","Stainless steel case with a black leather strap. Fixed stainless steel bezel. Black dial with silver-tone hands and Arabic numeral hour markers. 24 hour (GMT) markings. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Case diameter: 40 mm. Case thickness: 9 mm. Round case shape. Band width: 20 mm. Tang clasp. Water resistant at 50 meters / 165 feet. Functions: date, hour, minute, second. Dress watch style. Watch label: Swiss Made. Hamilton Khaki Field Black Dial Black Leather Watch H68551733.","Calendar, GMT, Leather, Stainless Steel"
FC-270M4P6,Frederique Constant Classics Fc-270m4p6,M,world,499.99,USD,Frederique Constant,New,,https://www.jomashop.com/frederique-watch-270m4p6.html,https://cdn2.jomashop.com/media/catalog/product/f/r/frederique-constant-persuasion-classics-moon-phase-mens-watch-270m4p6.jpg,Jomashop,classics,,Quartz,,,40,Stainless Steel,6,Stainless Steel,Scratch Resistant Mineral,White Enamel,Croco-Embossed Leather,Black,,,"Date, Day, Week, Moonphase, Hour, Minute","Stainless steel case with a black croco-embossed leather strap. Fixed stainless steel bezel. White enamel dial with black hands and Roman numeral hour markers. 52 week markers around the outer rim. Dial Type: Analog. Two sub-dials displaying: date and day of the week. Moon phase display. Frederique Constant calibre FC-270 quartz movement. Scratch resistant mineral crystal. Screw down crown. Solid case back. Case size: 40 mm. Case thickness: 10 mm. Round case shape. Band width: 22 mm. Band length: 8 inches. Tang clasp. Water resistant at 60 meters / 200 feet. Functions: date, day, week, moonphase, hour, minute. Casual watch style. Watch label: Swiss Made. Frederique Constant Persuasion Classics Moon Phase Mens Watch 270M4P6.","Calendar, Leather, Moon Phase, Stainless Steel"
M026.430.37.051.00,Mido Ocean star captain M026.430.37.051.00,M,world,590.4,USD,Mido,New,,https://www.jomashop.com/mido-watch-m026-430-37-051-00.html,https://cdn2.jomashop.com/media/catalog/product/m/i/mido-ocean-star-captain-black-dial-men_s-watch-m026.430.37.051.00.jpg,Jomashop,ocean.star.captain,,Automatic,80,,43,Stainless Steel,20,Stainless Steel with a Black Top Ring,Scratch Resistant Sapphire,Black,Rubber,Black,,,"Chronograph, Big Date, Day, Hour, Minute, Small Second","Rose gold-plated stainless steel case with a black rubber strap. Uni-directional rotating rose gold-plated bezel with a black top ring. Black dial with luminous rose gold-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Day of the week and date display at the 3 o'clock position. Caliber 80 automatic movement with an 80-hour power reserve. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Case size: 42.5 mm. Case thickness: 11.75 mm. Round case shape. Band width: 20 mm. Deployment clasp. Water resistant at 200 meters / 660 feet. Functions: chronograph, big date, day, hour, minute, small second. Additional Info: suitable for professional marine activity serious surface water sports and skin diving. Casual watch style. Watch label: Swiss Made. Mido Ocean Star Captain Black Dial Mens Watch M026.430.37.051.00","Calendar, Chronograph, Gold, Rubber, Stainless Steel"
L3.742.4.56.6,Longines Hydroconquest L3.742.4.56.6,M,world,859.2,USD,Longines,New,,https://www.jomashop.com/longines-watch-l3-742-4-56-6.html,https://cdn2.jomashop.com/media/catalog/product/l/o/longines-hydroconquest-black-dial-automatic-men_s-watch-l3.742.4.56.6.jpg,Jomashop,hydroconquest,,Automatic,64,,41,Stainless Steel,30,Stainless Steel with a Black Top Ring,Scratch Resistant Sapphire,Black,Stainless Steel,Silver-tone ,,,"Date, Hour, Minute, Second","Silver-tone stainless steel case with a silver-tone stainless steel bracelet. Uni-directional rotating silver-tone stainless steel with a black top ring bezel. Black dial with luminous silver-tone hands and index hour markers. Arabic numerals mark the 6, 9 and 12 o'clock positions. minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Longines Calibre L619/888 automatic movement with a 64-hour power reserve. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Round case shape, case size: 41 mm, case thickness: 12 mm. Fold over with safety release clasp. Water resistant at 300 meters / 1000 feet. Functions: date, hour, minute, second. Dive watch style. Watch label: Swiss Made. Longines HydroConquest Automatic Black Dial Mens Watch L3.742.4.56.6.","Calendar, Stainless Steel"
T1204173705100,Tissot Seastar 1000 T1204173705100,M,world,375.25,USD,Tissot,New,,https://www.jomashop.com/tissot-seastar-1000-watch-t1204173705100.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-seastar-1000-chronograph-quartz-black-dial-men_s-watch-t1204173705100.jpg,Jomashop,seastar.1000,,,,,46,Stainless Steel,30,Stainless Steel with a Black Ceramic Ring,Scratch Resistant Sapphire,Black,Rubber,Black,,,"Chronograph, Date, Hour, Minute, Second","Rose gold PVD stainless steel case with a black rubber strap. Rose gold PVD stainless steel bezel with a black ceramic ring. Black dial with luminous rose gold-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display between 4 and 5 o'clock position. Chronograph - three sub-dials displaying: 60 second, 30 minute and 12 hours. ETA G10.212 quartz movement. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Round case shape. Case size: 45.5 mm. Case thickness: 12.8 mm. Band width: 22 mm. Tang clasp. Water resistant at 300 meters / 1000 feet. Functions: chronograph, date, hour, minute, second. Sport watch style. Watch label: Swiss Made. Tissot Seastar 1000 Chronograph Quartz Black Dial Mens Watch T1204173705100.","Calendar, Ceramic, Chronograph, Gold, Rubber, Stainless Steel"
T038.430.11.037.00,Tissot T-one T038.430.11.037.00,M,world,319,USD,Tissot,New,,https://www.jomashop.com/tissot-t-one-t038-430-11-037-00.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-t-classic-t-one-men_s-watch-t038.430.11.037.00_7.jpg,Jomashop,t.one,,Automatic,38,,39,Stainless Steel,5,Stainless Steel,Scratch Resistant Sapphire,Silver,Stainless Steel,Silver-tone,,,"Date, Day, Hour, Minute, Second","Silver-tone stainless steel case with a silver-tone stainless steel bracelet. Fixed silver-tone stainless steel bezel. Silver dial with silver-tone hands and index hour markers. Arabic numerals mark the 3, 6 and 9 o'clock positions, minute markers on the outer rim. Dial Type: Analog. Luminescent hands and dial markers. Date display at the 6 o'clock position. day of the week appears at the 12 o'clock. ETA Caliber 2834-2 automatic movement with a 38-hour power reserve. Scratch resistant sapphire crystal. Pull / push crown. Skeleton case back. Round case shape, case size: 38.5 mm, case thickness: 9.8 mm. Band width: 19 mm, band length: 8.5 inches. Deployment clasp. Water resistant at 50 meters / 165 feet. Functions: date, day, hour, minute, second. Casual watch style. Watch label: Swiss made. Item Variations: T0384301103700. Tissot T-One Mens Watch T038.430.11.037.00.","Calendar, Stainless Steel"
T109.210.11.031.00,Tissot Everytime T109.210.11.031.00,M,world,142.49,USD,Tissot,New,,https://www.jomashop.com/tissot-watch-t1092101103100.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-everytime-lady-ladies-watch-t1092101103100.jpg,Jomashop,everytime,,Quartz,,,30,Stainless Steel,3,Stainless Steel,Scratch Resistant Sapphire,Silver,Stainless Steel,Silver-tone,,,"Hour, Minute, Second","Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel. Silver dial with silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Tissot calibre 902.101 quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Case size: 30 mm. Case thickness: 6.15 mm. Round case shape. Fold over clasp. Water resistant at 30 meters / 100 feet. Functions: hour, minute, second. Casual watch style. Watch label: Swiss Made. Tissot Everytime Lady Ladies Watch T1092101103100.",Stainless Steel
WAZ1010.FC8197,Tag Heuer Formula 1 Waz1010.fc8197,M,world,747.84,USD,Tag Heuer,New,,https://www.jomashop.com/tag-heuer-watch-waz1010-fc8197.html,https://cdn2.jomashop.com/media/catalog/product/t/a/tag-heuer-formula-1-men_s-watch-waz1010.fc8197.jpg,Jomashop,formula.1,,Quartz,,,43,Stainless Steel,20,Stainless Steel,Scratch Resistant Sapphire,Blue,NATO Nylon,Striped Blue and Black,,,"Date, Hour, Minute, Second","Stainless steel case with a striped blue and black NATO nylon strap. Uni-directional rotating stainless steel bezel with a blue aluminium top ring. Blue dial with luminous silver-tone hands and index hour markers. Arabic numerals mark the 6 and 12 o'clock positions. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Quartz movement. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Case size: 43 mm. Round case shape. Tang clasp. Water resistant at 200 meters / 660 feet. Functions: date, hour, minute, second. Sport watch style. Watch label: Swiss Made. Tag Heuer Formula 1 Mens Watch WAZ1010.FC8197.","Calendar, Stainless Steel "
3600419,Movado Bold 3600419,M,world,128.24,USD,Movado,New,,https://www.jomashop.com/movado-watch-3600419.html,https://cdn2.jomashop.com/media/catalog/product/m/o/movado-bold-silver-dial-white-silicone-ladies-watch-3600419.jpg,Jomashop,bold,,Quartz,,,38,Stainless Steel,3,Stainless Steel,Scratch Resistant Sapphire,Silver,Silicone,White,,,"Hour, Minute, Second","Stainless steel case with a white silicone strap. Fixed stainless steel bezel. Silver dial with luminous silver-tone hands and index hour markers. Minute markers around the outer rim. The Movado dot appears at the 12 o'clock position. Dial Type: Analog. Luminescent hands. Quartz movement. Scratch resistant sapphire crystal. Push / pull crown. Solid case back. Case size: 38 mm, case thickness: 10 mm. Round case shape. Band width: 19 mm. Tang clasp. Water resistant at 30 meters / 100 feet. Functions: hour, minute, second. Dress watch style. Movado Bold Silver Dial White Silicone Ladies Watch 3600419.",Stainless Steel
T02.1.285.82,Tissot T-wave T02.1.285.82,M,world,149,USD,Tissot,New,,https://www.jomashop.com/tissot-t-wave-ladies-watch-t02128582.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-t-wave-ladies-watch-t02.1.285.82.jpg,Jomashop,t.wave,,Quartz,,,14,Stainless Steel,3,Stainless Steel,Scratch Resistant Sapphire,White Mother of Pearl,Stainless Steel,Silver-tone,,,"Hour, Minute","Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel. White mother of pearl dial with silver-tone hands and index hour markers. Arabic numerals mark the 3, 6, 9 and 12 o'clock positions. Dial Type: Analog. Luminescent hands and dial markers. Tissot calibre 901.001 quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Case size: 14 mm. Case thickness: 7.2 mm. Rectangle case shape. Hidden push button deployment clasp. Water resistant at 30 meters / 100 feet. Functions: hour, minute. Casual watch style. Watch label: Swiss Made. Item Variations: T02128582. Tissot T-Wave Mother of Pearl Ladies Watch T02.1.285.82.",Stainless Steel
T084.210.11.117.01,Tissot T-trend collection T084.210.11.117.01,M,world,159.99,USD,Tissot,New,,https://www.jomashop.com/tissot-watch-t0842101111701.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-pinky-by-tissotmother-of-pearl-dial-ladies-watch-t0842101111701_5.jpg,Jomashop,t.trend.collection,,Quartz,,,28,Stainless Steel,3,Stainless Steel,Scratch Resistant Sapphire,Mother of Pearl,Stainless Steel Bangle,Silver-tone,,,"Date, Hour, Minute, Second","Stainless steel case with a stainless steel bangle bracelet. Fixed stainless steel bezel. Mother of pearl dial with silver-tone hands and dot hour markers. An Arabic numeral marks the 12 o'clock position.. Dial Type: Analog. Date display at the 3 o'clock position. Quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Case diameter: 27.95 mm. Case thickness: 6.49 mm. Round case shape. Band width: 6.5 mm. Butterfly clasp. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Casual watch style. Tissot Pinky by Tissot White Mother of Pearl Dial Stainless Steel Bangle Ladies Watch T0842101111701.","Calendar, Stainless Steel"
ILE8926A,Invicta Pro diver Ile8926a,M,world,75.99,USD,Invicta,New,,https://www.jomashop.com/invicta-watch-ile8926a.html,https://cdn2.jomashop.com/media/catalog/product/i/n/invicta-pro-diver-charcoal-dial-stainless-steel-mens-watch-ile8926a--.jpg,Jomashop,pro.diver,,Automatic,41,,40,Stainless Steel,20,Stainless Steel,Scratch Resistant Mineral,Charcoal,Stainless Steel,Silver-tone,,,"Date, Hour, Minute, Second","Stainless steel case with a stainless steel bracelet. Uni-directional rotating stainless steel bezel with black top ring. Charcoal dial with luminous hands and dot hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Automatic movement. Scratch resistant mineral crystal. Screw down crown. Skeleton case back. Case diameter: 40 mm. Round case shape. Band width: 20 mm. Fold over with safety release clasp. Water resistant at 200 meters / 660 feet. Functions: date, hour, minute, second. Casual watch style. Invicta Pro Diver Charcoal Dial Stainless Steel Mens Watch ILE8926A.",Stainless Steel
C032.410.11.051.00,Certina Ds action C032.410.11.051.00,M,world,365.51,USD,Certina,New,,https://www.jomashop.com/certina-watch-c032-410-11-051-00.html,https://cdn2.jomashop.com/media/catalog/product/c/e/certina-ds-action---3-hands-black-dial-stainless-steel-men_s-watch-c0324101105100.jpg,Jomashop,ds.action,,Quartz,,,41,Stainless Steel,30,Stainless Steel with a Black Top Ring,Sapphire,Black,Stainless Steel,Silver-tone,,,"Date, Hour, Minute, Second","Stainless steel case with a stainless steel bracelet. Rotating stainless steel bezel with a black top ring. Black dial with luminous silver-tone hands and dot hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Quartz movement. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Case diameter: 41 mm. Case thickness: 13 mm. Round case shape. Deployment clasp with push button release. Water resistant at 300 meters. Functions: date, hour, minute, second. Casual watch style. Watch label: Swiss Made. Certina DS Action - 3 Hands Black Dial Stainless Steel Mens Watch C0324101105100.","Calendar, Stainless Steel"
SRPC63,Seiko Series 5 Srpc63,M,world,155.88,USD,Seiko,New,,https://www.jomashop.com/seiko-5-sports-watch-srpc63.html,https://cdn2.jomashop.com/media/catalog/product/s/e/seiko-5-sports-automatic-blue-dial-men_s-watch-srpc63.jpg,Jomashop,series.5,,Automatic,,,44,Stainless Steel,10,Stainless Steel,Scratch Resistant Hardlex,Blue,Stainless Steel,Silver-tone,,,"Date, Day, GMT, Hour, Minute, Second","Stainless steel case with a stainless steel bracelet. Uni-directional rotating blue stainless steel bezel. Blue dial with luminous silver-tone hands and dot hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Day of the week and date display at the 3 o'clock position. Seiko caliber 4R36 automatic movement with a 41-hour power reserve. Scratch resistant Hardlex crystal. Pull / push crown. Transparent case back. Round case shape. Case size: 44 mm. Case thickness: 13 mm. Band width: 22 mm. Fold over clasp. Water resistant at 100 meters / 330 feet. Functions: date, day, GMT, hour, minute, second. Casual watch style. Watch label: Japan Movt. Seiko 5 Sports Automatic Blue Dial Mens Watch SRPC63.","Calendar, Stainless Steel"
R15762112,Rado D-star R15762112,M,world,749,USD,Rado,New,,https://www.jomashop.com/rado-d-star-watch-r15762112.html,https://cdn2.jomashop.com/media/catalog/product/r/a/rado-d-star-automatic-grey-dial-mens-watch-r15762112--.jpg,Jomashop,d.star,,Automatic,38,,38,Ceramic with Plasma Treatment,10,Ceramic with Plasma Treatment,Scratch Resistant Sapphire,Grey,Ceramic with Plasma Treatment,,,,"Date, Hour, Minute, Second","Ceramic with plasma treatment case with a ceramic with plasma treatment bracelet. Fixed silver-tone ceramic with plasma treatment bezel. Grey dial with silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 3 o'clock position. Rado Calibre 658 (ETA 2824-2) automatic movement with a 38-hour power reserve. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Oval case shape, case size: 38 mm, case thickness: 19 mm. Band width: 19 mm, band length: 7.5 inches. Titanium double fold over clasp. Water resistant at 100 meters / 330 feet. Functions: date, hour, minute, second. Casual watch style. Watch label: Swiss Made. Rado D-Star Automatic Grey Dial Mens Watch R15762112.","Calendar, Ceramic, Titanium"
R20784152,Rado Integral R20784152,M,world,431.04,USD,Rado,New,,https://www.jomashop.com/rado-integral-mens-watch-r20784152.html,https://cdn2.jomashop.com/media/catalog/product/r/a/rado-integral-black-dial-ceramic-men_s-watch-r20784152.jpg,Jomashop,integral,,Quartz,,,44,Black Ceramic Case with a Stainless Steel Trim,3,Ceramic,Scratch Resistant Sapphire,Black,Black Ceramic Bracelet with a Stainless Steel Trim,Two-tone (Black and Silver-tone),,,"Date, Hour, Minute, Second","Two-tone (black and silver-tone) black ceramic case with a stainless steel trim case with a two-tone (black and silver-tone) black ceramic bracelet with a stainless steel trim bracelet. Fixed two-tone (black and silver-tone) ceramic bezel. Black dial with silver-tone hands and index hour markers. The rado name appears below the 12 o'clock position. Dial Type: Analog. Date display at the 6 o'clock position. Quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Rectangle case shape, case size: 44 mm x 27 mm, case thickness: 10 mm. Hidden push button deployment clasp. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Luxury watch style. Watch label: Swiss Made. Rado Integral Black Dial Ceramic Mens Watch R20784152.","Calendar, Ceramic, Stainless Steel"
BL5400-52A,Citizen Perpetual calendar Bl5400-52a,M,world,246.99,USD,Citizen,New,,https://www.jomashop.com/citizen-perpetual-calendar-bl5400-52a.html,https://cdn2.jomashop.com/media/catalog/product/c/i/citizen-perpetual-calendar-eco-drive-men_s-watch-bl5400-52a_5.jpg,Jomashop,perpetual.calendar,,Eco-Drive,270,,48,Stainless Steel,10,Stainless SteelSilver-tone,Mineral,Silver,Stainless Steel,Silver-tone,,,"Perpetual Calendar, Leap Year, Chronograph, Alarm, Month, Date, Second Time Zone, Hour, Minute, Second, Battery EOL Indicator","Stainless steel case with a stainless steel bracelet. Rotating inner bezel. Silver dial with luminous silver-tone hands and index hour markers. Minute markers. Conversion markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at 4 o'clock. Three black sub-dials displaying: 24 hous, 1/10th seconds and time zone function. Eco-drive movement. Scratch resistant mineral crystal. Screw down crown. Solid case back. Case diameter: 48 mm. Case thickness: 12 mm. Round case shape. Band width: 20 mm. Band length: 8 inches. Fold over push-button deployment clasp. Water resistant at 100 meters (330 feet). Functions: 270-day power reserve, 1/20 second chronograph, 12/24 hour time, dual time, alarm, power saver function, low charge indicator, time reset advisory. Sport watch style. Watch label: Made in Japan. Item Variations: BL5400 52A, BL5400.52A, BL540052A. Citizen Perpetual Calendar Eco-Drive Mens Watch BL5400-52A.","Alarm, Calendar, Chronograph, Leap Year Indicator, Month, Perpetual, Solar, Stainless Steel, Time Zone"
T069.439.44.031.00,Tissot T-sport collection T069.439.44.031.00,M,world,189.99,USD,Tissot,New,,https://www.jomashop.com/tissot-mens-watch-t0694394403100.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-titanium-gmt-white-dial-men_s-watch-t0694394403100_6.jpg,Jomashop,t.sport.collection,,Quartz,,,43,Titanium,10,Titanium,Scratch Resistant Sapphire,White,Titanium,Grey,,,"Chronograph, Rattrapante, GMT, Second Time Zone, Date, Hour, Minute, Small Second","Titanium case with a titanium bracelet. Fixed titanium bezel. White dial with skeleton hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Two sub-dials displaying: seconds and 24 hours (GMT). Quartz movement. Scratch resistant sapphire crystal. Solid case back. Case diameter: 43 mm. Case thickness: 10.92 mm. Round case shape. Butterfly clasp. Water resistant at 100 meters / 330 feet. Functions: date, hour, minute, second, GMT. Casual watch style. Tissot Titanium GMT White Dial Men's Watch T0694394403100.","Calendar, Chronograph, GMT, Rattrapante, Time Zone, Titanium"
T097.427.16.053.00,Tissot Bridgeport T097.427.16.053.00,M,world,799,USD,Tissot,New,,https://www.jomashop.com/tissot-watch-t0974271605300.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-bridgeport-automatic-chronograph-black-dial-black-leather-watch-t097.427.16.053.00_5.jpg,Jomashop,bridgeport,,Automatic,44,,42,Stainless Steel,5,Stainless Steel,Scratch Resistant Sapphire,Black,Leather,Black,,,"Chronograph, Date, Hour, Minute, Second","Stainless steel case with a black leather strap. Fixed stainless steel bezel. Black dial with silver-tone hands and Roman numeral hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 6 o'clock position. Chronograph - three sub-dials displaying: 60 second, 30 minute and 12 hour. ETA-Valjoux caliber 7753 automatic movement with a 44-hour power reserve. Scratch resistant sapphire crystal. Screw down crown. Skeleton case back. Case size: 42 mm. Case thickness: 13.19 mm. Round case shape. Band width: 20 mm. Deployment clasp with a push button release. Water resistant at 50 meters / 165 feet. Functions: chronograph, date, hour, minute, second. Additional Info: in general, suitable for short periods of recreational swimming, but not diving or snorkeling. Casual watch style. Watch label: Swiss Made. Tissot Bridgeport Automatic Chronograph Black Dial Mens Watch T097.427.16.053.00.","Calendar, Chronograph, Leather, Stainless Steel"
L37604563,Longines Conquest L37604563,M,world,536.64,USD,Longines,New,,https://www.jomashop.com/longines-watch-l37604563.html,https://cdn2.jomashop.com/media/catalog/product/l/o/longines-conquest-black-dial-black-leather-men_s-watch-l37604563.jpg,Jomashop,conquest,,Quartz,,,43,Stainless Steel,30,Stainless Steel,Scratch Resistant Sapphire,Black,Calfskin Leather,Black,,,"Date, Hour, Minute, Second","Stainless steel case with a black (calfskin) leather strap. Fixed stainless steel bezel. Black dial with luminous silver-tone hands and index hour markers. Arabic numerals mark the 6 and 12 o'clock positions. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Longines calibre 157 quartz movement. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Case size: 43 mm. Case thickness: 11.5 mm. Round case shape. Band width: 22 mm. Deployment clasp. Water resistant at 300 meters / 1000 feet. Functions: date, hour, minute, second. Luxury watch style. Watch label: Swiss Made. Longines Conquest Black Dial Black Leather Mens Watch L37604563.","Calendar, Leather, Stainless Steel"
